,image,name,author,book_depository_stars,price,isbn,category,img_paths
12452,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5930/9781593079109.jpg,Hellboy Library Volume 1: Seed Of Destruction And Wake The Devil,Mike Mignola,4.5,52.9,9781593079109,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000613.jpg
12453,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0644/9780064434225.jpg,Donde Viven Los Monstruos,Maurice Sendak,4.0,8.99,9780064434225,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000614.jpg
12454,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421586229.jpg,"Goodnight Punpun, Vol. 3",Inio Asano,4.5,16.72,9781421586229,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000615.jpg
12455,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9332/9781933241111.jpg,Let's Color,Kumon Publishing,3.5,6.35,9781933241111,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000616.jpg
12456,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591163596.jpg,"Naruto, Vol. 5",Masashi Kishimoto,4.5,6.63,9781591163596,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000617.jpg
12457,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6321/9781632150400.jpg,Rat Queens Volume 2: The Far Reaching Tentacles of N'Rygoth,Kurtis J. Wiebe,4.0,10.53,9781632150400,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000618.jpg
12458,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421519197.jpg,Pluto,Naoki Urasawa,4.5,8.88,9781421519197,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000619.jpg
12459,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421522463.jpg,"Vagabond, Vol. 4 (VIZBIG Edition)",Takehiko Inoue,4.5,17.6,9781421522463,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000620.jpg
12460,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6794/9780679406419.jpg,Maus: a Survivor\'s Tale,Art Spiegelman,4.5,23.28,9780679406419,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000621.jpg
12461,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9747/9781974701629.jpg,NieR:Automata: Long Story Short,Jun Eishima,3.5,8.39,9781974701629,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000622.jpg
12462,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401217433.jpg,Green Arrow,Andy Diggle,4.0,11.0,9781401217433,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000623.jpg
12463,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401233792.jpg,Batman,Doug Moench,4.0,21.68,9781401233792,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000624.jpg
12464,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1424/9780142417416.jpg,Boy and Going Solo,Roald Dahl,4.0,10.61,9780142417416,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000625.jpg
12465,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6126/9781612624235.jpg,Vinland Saga 4,Makoto Yukimura,4.5,17.93,9781612624235,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000626.jpg
12466,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3162/9780316245487.jpg,"Spice and Wolf, Vol. 9 (light novel)",Isuna Hasekura,4.5,9.99,9780316245487,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000627.jpg
12467,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6201/9781620104415.jpg,The Tea Dragon Society,Katie O'Neill,4.5,17.42,9781620104415,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000628.jpg
12468,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626929197.jpg,Made in Abyss Vol. 4,Akihito Tsukushi,4.5,9.54,9781626929197,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000629.jpg
12469,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591166986.jpg,The Art of My Neighbor Totoro,Hayao Miyazaki,4.5,25.1,9781591166986,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000630.jpg
12470,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421535135.jpg,"Bakuman., Vol. 1",Tsugumi Ohba,4.0,6.71,9781421535135,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000631.jpg
12471,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7851/9780785117216.jpg,House Of M,Olivier Coipel,4.0,19.6,9780785117216,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000632.jpg
12472,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409156253.jpg,Storm,Tim Minchin,4.5,13.34,9781409156253,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000633.jpg
12473,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421591575.jpg,JoJo's Bizarre Adventure,Hirohiko Araki,4.5,13.02,9781421591575,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000634.jpg
12474,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/2030/9782203096509.jpg,Tintin in the Congo,Herge,3.0,13.33,9782203096509,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000635.jpg
12475,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4778/9781477849293.jpg,The Sworn Sword: The Graphic Novel,George R. R. Martin,4.0,12.37,9781477849293,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000636.jpg
12476,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7445/9780744586893.jpg,Encyclopedia Prehistorica Sharks and Other Sea Monsters,Matthew Reinhart,4.5,30.63,9780744586893,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000637.jpg
12477,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626928275.jpg,Made in Abyss Vol. 3,Akihito Tsukushi,4.5,8.61,9781626928275,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000638.jpg
12478,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401244019.jpg,Batman Dark Victory (New Edition),Jeph Loeb,4.0,19.35,9781401244019,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000639.jpg
12479,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4440/9781444011692.jpg,Asterix: Asterix and the Picts,Jean-Yves Ferri,3.5,6.6,9781444011692,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000640.jpg
12480,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3160/9780316073905.jpg,"Yotsuba&!, Vol. 3",Kiyohiko Azuma,4.5,10.33,9780316073905,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000641.jpg
12481,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401225445.jpg,Saga Of The Swamp Thing Book 2,Len Wein,4.5,14.42,9781401225445,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000642.jpg
12482,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421594996.jpg,"Tokyo Ghoul: re, Vol. 4",Sui Ishida,4.5,8.71,9781421594996,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000643.jpg
12483,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9326/9781932664164.jpg,Lost At Sea,Bryan Lee O'Malley,3.5,11.57,9781932664164,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000644.jpg
12484,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591167235.jpg,"One Piece, Vol. 6",Eiichiro Oda,4.5,6.61,9781591167235,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000645.jpg
12485,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3160/9780316084307.jpg,"Black Butler, Vol. 6",Yana Toboso,4.5,9.54,9780316084307,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000646.jpg
12486,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4494/9781449460044.jpg,The Complete Far Side,Gary Larson,4.5,79.05,9781449460044,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000647.jpg
12487,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6427/9781642750942.jpg,Made in Abyss Vol. 6,Akihito Tsukushi,4.5,9.57,9781642750942,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000648.jpg
12488,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6323/9781632367174.jpg,Attack On Titan 27,Hajime Isayama,4.0,9.52,9781632367174,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000649.jpg
12489,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421569079.jpg,Monster,Naoki Urasawa,4.5,13.32,9781421569079,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000650.jpg
12490,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401232085.jpg,Batman Earth One,Geoff Johns,4.0,17.85,9781401232085,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000651.jpg
12491,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401234027.jpg,The Sandman Vol. 8,Neil Gaiman,4.5,14.32,9781401234027,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000652.jpg
12492,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401251512.jpg,Y The Last Man Book One,Brian K. Vaughan,4.5,15.23,9781401251512,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000653.jpg
12493,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421553054.jpg,"Neon Genesis Evangelion 3-in-1 Edition, Vol. 2",Yoshiyuki Sadamoto,4.5,14.73,9781421553054,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000654.jpg
12494,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401228798.jpg,Fables The Deluxe Edition Book Two,Bill Willingham,4.5,23.96,9781401228798,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000655.jpg
12495,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3856/9780385609371.jpg,Where's My Cow?,Terry Pratchett,4.0,16.08,9780385609371,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000656.jpg
12496,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421519203.jpg,Pluto,Naoki Urasawa,4.5,8.78,9781421519203,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000657.jpg
12497,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421572550.jpg,"Food Wars!, Vol. 2",Yuto Tsukuda,4.5,6.67,9781421572550,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000658.jpg
12498,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6321/9781632150301.jpg,The Walking Dead Volume 21: All Out War Part 2,Robert Kirkman,4.0,12.18,9781632150301,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000659.jpg
12499,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5839/9781583946497.jpg,V Is For Vegan,Ruby Roth,4.0,10.76,9781583946497,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000660.jpg
12500,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3163/9780316322362.jpg,"Spice and Wolf, Vol. 10 (light novel)",Isuna Hasekura,4.5,10.43,9780316322362,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000661.jpg
12501,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7528/9780752866253.jpg,Asterix: Asterix and the Chieftain's Shield,Rene Goscinny,4.0,6.6,9780752866253,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000662.jpg
12502,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421564111.jpg,"Deadman Wonderland, Vol. 3",Jinsei Kataoka,4.5,6.63,9781421564111,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000663.jpg
12503,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7528/9780752866444.jpg,Asterix: Asterix in Corsica,Rene Goscinny,4.0,6.63,9780752866444,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000664.jpg
12504,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401202224.jpg,Fables,Bill Willingham,4.5,14.2,9781401202224,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000665.jpg
12505,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7851/9780785192565.jpg,Star Wars: Darth Vader Vol. 2: Shadows And Secrets,Kieron Gillen,4.0,12.56,9780785192565,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000666.jpg
12506,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3163/9780316340151.jpg,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 3 (light novel)",Fujino Omori,4.5,10.66,9780316340151,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000667.jpg
12507,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6126/9781612620008.jpg,Sailor Moon 4,Naoko Takeuchi,4.5,9.6,9781612620008,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000668.jpg
12508,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7528/9780752875484.jpg,Asterix: Asterix And The Falling Sky,Albert Uderzo,3.0,12.6,9780752875484,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000669.jpg
12509,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421530550.jpg,"Pokemon Adventures (Red and Blue), Vol. 2",Hidenori Kusaka,4.5,6.73,9781421530550,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000670.jpg
12510,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3160/9780316073240.jpg,"Yotsuba&!, Vol. 6",Kiyohiko Azuma,4.5,9.77,9780316073240,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000671.jpg
12511,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5343/9781534310520.jpg,The Walking Dead Volume 31,Robert Kirkman,4.0,13.38,9781534310520,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000672.jpg
12512,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401230012.jpg,The Flash Rebirth,Geoff Johns,4.0,11.39,9781401230012,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000673.jpg
12513,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401230944.jpg,Preacher Book Four,Garth Ennis,4.5,16.23,9781401230944,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000674.jpg
12514,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7851/9780785190226.jpg,Ms. Marvel Volume 2: Generation Why,G. Wilson Willow,4.0,12.67,9780785190226,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000675.jpg
12515,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7595/9780759530010.jpg,"Soul Eater, Vol. 1",Atsushi Ohkubo,4.5,9.85,9780759530010,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000676.jpg
12516,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6323/9781632360571.jpg,A Silent Voice Volume 2,Yoshitoki Oima,4.5,9.6,9781632360571,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000677.jpg
12517,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/0703/9782070364237.jpg,Le petit Nicolas,Rene Goscinny,4.0,9.87,9782070364237,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000678.jpg
12518,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626928893.jpg,My Solo Exchange Diary,Nagata Kabi,4.0,10.91,9781626928893,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000679.jpg
12519,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401232634.jpg,The Sandman Vol. 7 ( New Edition),Neil Gaiman,4.5,15.35,9781401232634,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000680.jpg
12520,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421587691.jpg,"Haikyu!!, Vol. 4",Haruichi Furudate,4.5,6.78,9781421587691,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000681.jpg
12521,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6126/9781612620985.jpg,Fairy Tail 5,Hiro Mashima,4.5,9.59,9781612620985,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000682.jpg
12522,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626923539.jpg,Bloom into You: Vol. 1,Nakatani Nio,4.0,8.35,9781626923539,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000683.jpg
12523,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5343/9781534312708.jpg,Die Volume 1: Fantasy Heartbreaker,Kieron Gillen,4.0,9.89,9781534312708,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000684.jpg
12524,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5958/9781595822109.jpg,Berserk Volume 29,Kentaro Miura,4.5,12.09,9781595822109,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000685.jpg
12525,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7851/9780785197867.jpg,Spider-man/deadpool Vol. 1: Isn't It Bromantic,Joe Kelly,4.0,13.16,9780785197867,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000686.jpg
12526,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4440/9781444008364.jpg,Asterix: Omnibus 7,Rene Goscinny,4.5,19.89,9781444008364,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000687.jpg
12527,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421559513.jpg,"Magi: The Labyrinth of Magic, Vol. 1",Shinobu Ohtaka,4.0,6.67,9781421559513,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000688.jpg
12528,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401225780.jpg,Y The Last Man Deluxe Edition Book Three,Brian K. Vaughan,4.5,24.97,9781401225780,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000689.jpg
12529,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591167396.jpg,"Naruto, Vol. 6",Masashi Kishimoto,4.5,6.59,9781591167396,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000690.jpg
12530,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3164/9780316465823.jpg,"The Mortal Instruments Graphic Novel, Vol. 2",Cassandra Clare,4.5,10.05,9780316465823,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000691.jpg
12531,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5067/9781506706672.jpg,Hellboy Omnibus Volume 2,Mike Mignola,4.5,20.62,9781506706672,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000692.jpg
12532,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421588049.jpg,"Ten Count, Vol. 3",Rihito Takarai,4.0,7.97,9781421588049,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000693.jpg
12533,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9355/9781935548782.jpg,The Rising Of The Shield Hero Volume 02: Light Novel,Aneko Yusagi,4.0,13.06,9781935548782,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000694.jpg
12534,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421591315.jpg,"Naruto: Itachi's Story, Vol. 2",Takashi Yano,4.5,7.82,9781421591315,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000695.jpg
12535,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7528/9780752866482.jpg,Asterix: Asterix and the Great Crossing,Rene Goscinny,4.0,6.63,9780752866482,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000696.jpg
12536,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401235413.jpg,Batman Vol. 1,Scott Snyder,4.5,27.74,9781401235413,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000697.jpg
12537,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5958/9781595823724.jpg,Berserk Volume 33,Kentaro Miura,4.5,12.21,9781595823724,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000698.jpg
12538,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401229535.jpg,Blackest Night,Geoff Johns,4.0,15.71,9781401229535,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000699.jpg
12539,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626929920.jpg,Made in Abyss Vol. 5,Akihito Tsukushi,4.5,9.68,9781626929920,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000700.jpg
12540,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401266301.jpg,Batman Vol. 8 Superheavy (The New 52),Scott Snyder,3.5,12.05,9781401266301,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000701.jpg
12541,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401228880.jpg,Y The Last Man Deluxe Edition Book Four,Brian K. Vaughan,4.5,24.56,9781401228880,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000702.jpg
12542,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626921924.jpg,The Ancient Magus' Bride: Volume 2,Kore Yamazaki,4.5,8.49,9781626921924,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000703.jpg
12543,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6323/9781632366542.jpg,Attack On Titan 26,Hajime Isayama,4.5,9.52,9781632366542,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000704.jpg
12544,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421506265.jpg,"Death Note, Vol. 5",Tsugumi Ohba,4.5,6.69,9781421506265,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000705.jpg
12545,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0621/9780062121653.jpg,The Tiny Book of Tiny Stories: Volume 3,Joseph Gordon-Levitt,4.5,9.59,9780062121653,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000706.jpg
12546,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6269/9781626921405.jpg,Citrus: Volume 1,Saburouta,4.0,9.62,9781626921405,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000707.jpg
12547,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421540207.jpg,"Fullmetal Alchemist (3-in-1 Edition), Vol. 3",Hiromu Arakawa,4.5,10.69,9781421540207,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000708.jpg
12548,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401237653.jpg,Justice League Vol. 2,Geoff Johns,3.5,12.22,9781401237653,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000709.jpg
12549,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6070/9781607064398.jpg,The Walking Dead Book 7,Robert Kirkman,4.5,25.14,9781607064398,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000710.jpg
12550,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421506272.jpg,"Death Note, Vol. 6",Tsugumi Ohba,4.5,6.76,9781421506272,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000711.jpg
12551,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591169925.jpg,"Hunter x Hunter, Vol. 4",Yoshihiro Togashi,4.5,6.61,9781591169925,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000712.jpg
